label;nz;tf;TF;entropy
publishing;17;20;20;3.9841837197791885
pueblo;24;37;37;4.239877609387674
pulley;6;6;6;2.584962500721156
pulp;15;18;18;3.7946534735443422
pulpit;6;6;6;2.584962500721156
pulse;5;5;5;2.3219280948873626
pump;6;7;7;2.521640636343318
pumping;5;6;6;2.2516291673878226
pun;5;10;10;2.170950594454669
punch;16;19;19;3.932138039759377
punishment;64;112;112;5.504413712867969
pupil;37;66;66;4.752558893163911
puppet;4;5;5;1.9219280948873623
purchase;15;24;24;3.621653522439334
purge;7;8;8;2.75
purification;9;12;12;3.0220552088742005
purist;6;6;6;2.584962500721156
puritan;5;6;6;2.2516291673878226
purity;15;17;17;3.8521687236032816
purple;20;31;31;3.948994392363321
purport;6;6;6;2.584962500721156
purpose;115;291;291;5.4128098225331716
pursued;13;13;13;3.7004397181410926
pursuit;36;68;68;4.542647160887087
pus;7;10;10;2.6464393446710153
push;16;17;17;3.969815782426811
puzzle;13;14;14;3.6644977792004623
pyramid;16;20;20;3.8841837197791884
pyre;8;8;8;3.0
pyruvate;11;12;12;3.4182958340544896
quadrilateral;15;20;20;3.6414460711655217
qualification;12;12;12;3.584962500721156
qualifier;4;6;6;1.9182958340544896
quality;87;132;132;5.898310875225359
quanta;6;6;6;2.584962500721156
quantity;73;134;134;5.446234193040818
quantization;7;8;8;2.75
quantum;25;58;58;3.8320692583644824
quarantine;7;7;7;2.807354922057604
quark;8;13;13;2.931208948910323
quarrel;22;29;29;4.32316116739216
quarry;30;56;56;4.366588166912945
quarrying;5;5;5;2.3219280948873626
quarter;43;75;75;4.743619639149506
quarterfinal;23;47;47;3.954269548193797
quarters;11;12;12;3.4182958340544896
quartz;22;31;31;4.102377860175046
quattro;3;3;3;1.584962500721156
quay;4;5;5;1.9219280948873623
que;2;2;2;1.0
queen;57;123;123;4.85690320980717
quest;23;38;38;4.248607291047874
question;101;225;225;5.626576927774537
quiet;10;11;11;3.2776134368191165
quire;6;6;6;2.584962500721156
quorum;7;7;7;2.807354922057604
quotation;12;13;13;3.5465935642949384
quote;29;42;42;4.70137575590605
quotient;7;10;10;2.6464393446710157
r;17;22;22;3.9139770731827506
rabbi;14;15;15;3.7735572622751845
rabies;4;4;4;2.0
race;98;167;167;6.031834845611237
raceme;4;4;4;2.0
racer;6;6;6;2.584962500721156
racing;87;111;111;6.258524483869357
racism;6;6;6;2.584962500721156
racquet;5;5;5;2.3219280948873626
radar;13;15;15;3.6402239289418516
radian;6;7;7;2.521640636343318
radiation;44;62;62;5.149097165856332
radical;18;25;25;4.003856189774723
radii;6;7;7;2.5216406363433186
radio;31;51;51;4.55685959707775
radioactivity;5;5;5;2.3219280948873626
radiocolloid;4;4;4;2.0
radiography;6;7;7;2.5216406363433186
radioisotope;8;9;9;2.94770277922009
radium;5;5;5;2.3219280948873626
radius;22;35;35;4.1043029317756154
radon;3;3;3;1.584962500721156
raft;8;9;9;2.9477027792200903
rage;12;17;17;3.4104172527605203
raham;5;5;5;2.3219280948873626
raid;45;60;60;5.277316637094895
raider;16;17;17;3.969815782426811
rail;11;18;18;3.2390979179887864
railroad;40;60;60;4.879167457617733
railway;57;107;107;5.2707051648624885
rain;30;38;38;4.679252764116303
rainbow;10;13;13;3.238901256602631
rainfall;42;63;63;5.153878288882025
rainforest;7;7;7;2.807354922057604
rainforests;5;5;5;2.3219280948873626
raise;3;7;7;1.1488348542809166
raj;5;5;5;2.3219280948873626
rally;39;54;54;5.0833196779692
ram;18;24;24;3.93456081428629
ramidus;14;20;20;3.621928094887362
ramification;8;8;8;3.0
ranch;7;8;8;2.75
rand;151;201;201;6.944646532376038
range;174;448;448;5.9650820615920095
rank;46;98;98;4.879850728663815
ranking;24;30;30;4.41506101220307
ransom;10;13;13;3.180832987205441
rap;12;12;12;3.584962500721156
rape;16;22;22;3.82306798227366
rapid;15;24;24;3.6531071683628116
rappers;6;6;6;2.584962500721156
rarest;5;9;9;2.1971597234241496
rarity;7;7;7;2.807354922057604
rash;9;9;9;3.169925001442312
rat;17;22;22;3.8408115970719865
rate;158;383;383;6.1771149479215275
ratification;15;21;21;3.689703732199547
rating;23;25;25;4.453660689688184
ratio;66;142;142;5.014852367600954
rationale;7;9;9;2.725480556997868
rationalism;7;8;8;2.75
ravages;4;5;5;1.9219280948873623
rave;4;6;6;1.7924812503605778
raven;5;5;5;2.3219280948873626
raw;14;27;27;3.0134226870281404
ray;42;70;70;4.959650117217437
rayons;6;6;6;2.584962500721156
razor;4;4;4;2.0
reach;29;41;41;4.547325640011409
reactant;4;4;4;2.0
reaction;212;479;479;6.766907166771727
reactivity;15;20;20;3.6841837197791887
read;28;47;47;4.047934725866288
reader;70;97;97;5.737897467546301
readiness;4;4;4;2.0
reading;64;102;102;5.47591623719649
readmission;6;7;7;2.5216406363433186
reagent;14;16;16;3.75
real;30;69;69;4.205288043264371
realgar;3;3;3;1.584962500721156
realignment;8;10;10;2.9219280948873623
realisation;10;13;13;3.1808329872054406
realism;7;7;7;2.807354922057604
reality;46;91;91;4.8667031570838
realization;10;16;16;3.202819531114783
realm;25;53;53;3.9383405427805287
rear;6;7;7;2.5216406363433186
reason;171;452;452;6.176828557038122
reasoning;31;40;40;4.781687083026442
reassertion;4;5;5;1.9219280948873623
reassurance;5;5;5;2.3219280948873626
rebel;40;59;59;4.826398806794031
rebellion;54;87;87;5.149766273895744
rebirth;4;5;5;1.9219280948873623
rebound;5;5;5;2.3219280948873626
rebuilding;11;20;20;2.9659573209491747
rebuke;5;5;5;2.3219280948873626
recall;15;19;19;3.721611723969903
receiver;20;34;34;4.035273502696888
receiving;16;18;18;3.905764584655453
receptacle;7;8;8;2.75
reception;34;47;47;4.711830543710898
receptor;4;4;4;2.0
recession;15;17;17;3.8521687236032816
recipe;16;17;17;3.969815782426811
recipient;9;21;21;2.887096447805579
reciprocal;6;6;6;2.584962500721156
reclamation;7;7;7;2.807354922057604
recognition;69;114;114;5.6759949112981
recognizer;6;6;6;2.584962500721156
recoil;6;6;6;2.584962500721156
recollection;10;13;13;3.238901256602631
recombination;5;5;5;2.3219280948873626
recommendation;23;29;29;4.444187891679297
recompense;5;5;5;2.3219280948873626
reconciliation;15;17;17;3.8521687236032816
reconnaissance;5;5;5;2.3219280948873626
reconquest;9;13;13;3.026986833359287
reconstruction;37;60;60;4.881460805019677
record;129;278;278;6.130791929723427
recording;53;80;80;5.479627120071683
recount;7;7;7;2.807354922057604
recounting;5;5;5;2.3219280948873626
recovery;43;58;58;5.293241555435096
recruit;7;7;7;2.807354922057604
recruitment;7;7;7;2.807354922057604
rectangle;4;5;5;1.9219280948873625
rector;7;8;8;2.75
recursion;5;5;5;2.3219280948873626
red;39;61;61;4.990014747640686
redeemed;7;8;8;2.75
redemption;10;12;12;3.188721875540867
redesign;7;9;9;2.725480556997868
redevelopment;10;12;12;3.2516291673878226
rediscovery;7;7;7;2.807354922057604
redshift;4;4;4;2.0
reducer;5;5;5;2.3219280948873626
reduction;58;101;101;5.274977850051646
reed;9;9;9;3.169925001442312
reef;23;30;30;4.348394345536403
reelection;15;20;20;3.7841837197791888
reentry;23;35;35;3.927747365373243
reevaluation;5;5;5;2.3219280948873626
refectory;13;20;20;3.346439344671015
reference;111;283;283;5.560282884314558
referendum;19;27;27;3.9582291686698796
referral;7;7;7;2.807354922057604
refinement;7;7;7;2.807354922057604
refinery;16;21;21;3.744239304948435
reflection;42;60;60;4.983125229521508
reflectivity;14;18;18;3.6835423624332306
reflex;7;7;7;2.807354922057604
reform;88;134;134;6.186117944480957
reformation;25;55;55;3.7643969315812256
reformer;16;19;19;3.8924071185928786
reformist;5;5;5;2.3219280948873626
refraction;7;7;7;2.807354922057604
refrain;4;4;4;2.0
refrigeration;5;5;5;2.3219280948873626
refrigerator;9;9;9;3.169925001442312
refuge;31;59;59;4.500210459373074
refugee;35;52;52;4.825251737288653
refusal;23;27;27;4.458591205867174
refutation;6;7;7;2.5216406363433186
regalia;5;5;5;2.3219280948873626
regard;20;50;50;3.5047671225105304
regatta;4;4;4;2.0
regency;8;11;11;2.845350936622437
regent;12;17;17;3.4992275471326932
regime;43;80;80;4.679138369855335
regimen;12;14;14;3.521640636343319
regiment;26;31;31;4.582913245731168
region;278;855;855;5.939598595665736
register;15;18;18;3.794653473544342
registration;5;5;5;2.3219280948873626
registry;6;6;6;2.584962500721156
regression;5;5;5;2.3219280948873626
regret;9;10;10;3.1219280948873624
regrets;9;10;10;3.121928094887362
regular;28;39;39;4.631305423879506
regularity;3;5;5;1.5219280948873624
regulation;55;74;74;5.525275115857457
rehabilitation;7;8;8;2.75
rehearsal;6;6;6;2.584962500721156
reign;82;253;253;4.8826283922680505
reincarnation;26;35;35;4.479143374026009
reinforcement;16;16;16;4.0
reissue;7;8;8;2.75
reject;7;7;7;2.807354922057604
rejection;24;38;38;4.08637579009049
relation;133;290;290;6.096406552381612
relationship;164;395;395;6.1857025265221885
relative;73;127;127;5.812124230059077
relativity;24;47;47;3.857260394000671
relaxation;12;13;13;3.546593564294939
relay;3;4;4;1.5
release;85;147;147;5.821024621400321
relevance;11;12;12;3.4182958340544896
reliability;15;19;19;3.7871439606981414
reliance;5;5;5;2.3219280948873626
relic;22;23;23;4.436605434317882
relief;60;91;91;5.634982310910559
religion;165;317;317;6.550926698981453
religious;35;63;63;4.760943566625461
remainder;25;55;55;3.5492802487894144
remains;104;189;189;5.933994446161605
remake;12;15;15;3.373557262275185
remark;19;20;20;4.221928094887362
remedy;12;15;15;3.506890595608519
reminder;6;7;7;2.521640636343318
remittance;10;16;16;3.125
remnant;22;35;35;4.1043029317756154
remonstrance;3;6;6;1.2516291673878228
removal;46;67;67;5.091697958888452
renaissance;22;51;51;3.714929382720766
rendezvous;15;16;16;3.875
rendition;13;17;17;3.4992275471326932
renegade;7;8;8;2.75
renewal;18;29;29;3.8967981337162896
renovation;5;5;5;2.3219280948873626
renown;7;8;8;2.75
rent;13;14;14;3.6644977792004623
renunciation;8;9;9;2.94770277922009
reorganisation;7;10;10;2.6464393446710157
reorganization;11;13;13;3.392747410448785
repair;21;25;25;4.323856189774723
repetition;13;16;16;3.577819531114783
replacement;23;35;35;4.146243818185917
replica;20;32;32;3.9056390622295662
replication;6;6;6;2.584962500721156
reply;9;18;18;2.752715278979705
report;141;228;228;6.548494444464519
reporter;4;4;4;2.0
representation;53;83;83;5.291324528912299
representative;65;102;102;5.628273445265441
repression;14;14;14;3.8073549220576055
reprimand;3;3;3;1.584962500721156
reprisal;5;5;5;2.3219280948873626
reproduction;11;12;12;3.4182958340544896
reptile;12;13;13;3.546593564294939
republic;71;185;185;4.8733866024877655
republican;89;130;130;5.978615193728054
repudiation;9;10;10;3.121928094887362
repulsion;5;5;5;2.3219280948873626
reputation;82;151;151;5.66157976675662
request;31;49;49;4.695943517407986
requirement;69;116;116;5.595965401369391
rerun;5;5;5;2.3219280948873626
rescue;15;18;18;3.836591668108979
research;180;333;333;6.868637141325344
researcher;107;142;142;6.518417961112118
resemblance;22;33;33;4.150158513166728
resentment;31;33;33;4.900306619292897
reservation;5;5;5;2.3219280948873626
reserve;29;39;39;4.7019435649606205
reserves;45;66;66;5.2961505135212725
reservoir;23;26;26;4.440636352673265
residence;42;63;63;5.088801059197742
resident;69;107;107;5.589382605523722
residue;14;23;23;3.5883543471732335
resignation;14;22;22;3.606936732175321
resin;46;70;70;5.125871146123147
resinae;4;4;4;2.0
resistance;120;213;213;6.294772184758142
resolution;72;107;107;5.739848637954654
resolve;10;11;11;3.2776134368191165
resonance;14;19;19;3.576617644908668
resorcinol;5;5;5;2.3219280948873626
resort;35;43;43;4.970226604133799
resource;131;202;202;6.498755589847162
respect;56;116;116;4.981035311862194
respects;5;7;7;2.128085278891394
respiration;13;16;16;3.577819531114783
respirator;6;6;6;2.584962500721156
respondent;12;14;14;3.521640636343319
response;93;211;211;5.28220692783374
responsibility;54;88;88;5.353484885313982
rest;71;247;247;4.079742477429583
restaurant;53;63;63;5.628073574293569
restitution;5;5;5;2.3219280948873626
restoration;42;73;73;4.63623559667041
restraint;7;7;7;2.807354922057604
restriction;37;52;52;4.870415497780897
restrictor;4;4;4;2.0
result;218;678;678;5.427787367545358
resurgence;8;9;9;2.94770277922009
resurrection;30;49;49;4.373717286825948
retail;8;8;8;3.0
retaliation;20;33;33;3.9683403313485464
retarder;4;4;4;2.0
retelling;6;8;8;2.4056390622295662
retention;7;9;9;2.725480556997868
retinue;9;9;9;3.169925001442312
retirement;33;53;53;4.741794746893568
retreat;20;23;23;4.229871195093384
retribution;10;12;12;3.188721875540867
return;77;226;226;5.262097927282916
reunion;4;6;6;1.9182958340544893
revelation;18;31;31;3.8582553926114844
revenge;27;39;39;4.558106629718651
revenue;56;94;94;5.405511527546304
reverence;7;13;13;2.5654483718208256
reverse;16;19;19;3.82687488186464
review;101;190;190;6.109701022459343
reviewer;11;12;12;3.4182958340544896
revision;33;41;41;4.9001157240775095
revival;32;69;69;4.370351969072925
revolt;46;69;69;5.171263087748353
revolution;85;211;211;5.296633429366911
revolutionary;24;31;31;4.361792182109446
revue;7;7;7;2.807354922057604
reward;47;66;66;5.300160551498402
rhetoric;23;29;29;4.34919177091504
rhinoceros;11;11;11;3.459431618637298
rhythm;15;20;20;3.821928094887362
rib;8;8;8;3.0
ribbon;4;5;5;1.9219280948873623
ribosome;6;7;7;2.5216406363433186
rice;21;22;22;4.368522527728205
riches;5;7;7;2.235926350629033
richness;6;7;7;2.5216406363433186
rider;9;9;9;3.169925001442312
ridge;42;54;54;5.097299076157414
ridiculousness;5;6;6;2.2516291673878226
riding;9;12;12;3.0220552088742005
rifle;52;86;86;5.315231324217974
rift;6;8;8;2.4056390622295662
rig;4;6;6;1.9182958340544893
right;207;502;502;6.493645234721751
righteous;8;11;11;2.7321588913645707
rigor;5;5;5;2.3219280948873626
rim;8;15;15;2.6825887305018328
rime;5;5;5;2.3219280948873626
ring;75;113;113;5.865063468734334
rink;1;1;1;0.0
riot;28;35;35;4.686146588249909
rise;69;172;172;5.1210819154370455
rising;14;18;18;3.5249449750847117
risk;72;175;175;5.1362125550172495
rite;26;40;40;4.462814895472355
ritual;35;52;52;4.786482267461663
rival;31;40;40;4.803055907333276
rivalry;28;36;36;4.569657210485732
river;189;430;430;6.145156826073301
road;117;252;252;6.1033661620836135
roadway;8;8;8;3.0
robber;8;9;9;2.94770277922009
robbery;7;11;11;2.663532754804255
robin;7;8;8;2.75
robot;41;49;49;5.247362905339699
robustness;5;5;5;2.3219280948873626
rock;74;134;134;5.606648381981124
rocket;42;60;60;5.034148462665179
rod;47;66;66;5.296150513521274
rode;5;6;6;2.2516291673878226
role;179;598;598;6.019485939483351
roleplaying;9;13;13;2.968918563962097
roll;14;18;18;3.6835423624332306
romantic;7;8;8;2.75
roof;47;77;77;5.062437101488085
room;49;73;73;5.274838428476306
root;79;160;160;5.512307864969186
rope;10;11;11;3.277613436819116
rosary;4;5;5;1.9219280948873623
rose;50;62;62;5.443688496606178
rosette;5;5;5;2.3219280948873626
rotation;51;86;86;5.245732342663372
rotor;25;41;41;4.118316997126042
rotorcraft;9;9;9;3.169925001442312
round;57;165;165;4.719877220811352
rout;4;4;4;2.0
route;117;203;203;6.2227059091895915
row;22;41;41;3.8834407388193712
royal;17;23;23;3.8120607396830883
royalty;27;39;39;4.548097411114466
rubber;9;10;10;3.1219280948873624
rubbish;5;5;5;2.3219280948873626
rubble;5;6;6;2.2516291673878226
rugby;9;12;12;2.9182958340544896
ruin;36;66;66;4.375198941427168
rule;165;316;316;6.467709710138788
ruler;111;234;234;5.7581426055801135
ruling;20;28;28;4.107010619399146
rumor;19;23;23;4.142914673354254
rumour;5;8;8;2.25
run;111;182;182;6.3511175401443705
runner;11;12;12;3.418295834054489
runoff;8;8;8;3.0
runway;16;16;16;4.0
rupture;8;8;8;3.0
rush;8;10;10;2.9219280948873623
rutherford;11;14;14;3.378783493486176
s;66;90;90;5.754469452145221
sack;8;11;11;2.9139770731827523
sacking;4;6;6;1.9182958340544893
sacrament;25;47;47;3.9042137151819585
sacrifice;43;80;80;4.998299152238227
saddle;4;4;4;2.0
safari;5;5;5;2.3219280948873626
safe;16;20;20;3.821928094887362
safeguard;11;12;12;3.418295834054489
safety;38;53;53;5.057924699764576
saffron;5;5;5;2.3219280948873626
saga;19;42;42;3.6887727794065066
sage;7;7;7;2.807354922057604
sahib;3;6;6;1.584962500721156
sail;12;16;16;3.5
sailboat;5;5;5;2.3219280948873626
sailor;24;31;31;4.453880987666651
saint;28;57;57;4.455182557796656
sake;11;30;30;2.7689250793612645
salamander;11;12;12;3.418295834054489
salami;5;9;9;2.0588138903312014
salary;24;30;30;4.481727678869737
sale;20;37;37;3.825148475118852
sales;37;41;41;5.144018163101899
salesman;8;9;9;2.94770277922009
salicylate;16;19;19;3.8268748818646396
salinisation;5;5;5;2.3219280948873626
salinity;9;11;11;3.0271691184406193
salon;6;6;6;2.584962500721156
salt;64;130;130;5.570181902247596
salvation;26;39;39;4.438747090435226
samara;5;5;5;2.3219280948873626
same;77;226;226;4.4609930065893035
sample;71;110;110;5.670332446174077
samurai;29;47;47;4.248544639225421
sanctuary;19;23;23;4.1429146733542535
sand;40;52;52;5.1404509589341
sander;4;4;4;2.0
sandflea;3;3;3;1.584962500721156
sands;9;11;11;3.027169118440619
sandstone;10;12;12;3.188721875540867
sangha;3;5;5;1.5219280948873624
sanitation;8;9;9;2.9477027792200903
sap;7;7;7;2.807354922057604
sapphire;5;5;5;2.3219280948873626
sarcophagus;27;35;35;4.514718016821337
satellite;22;23;23;4.436605434317882
satire;21;28;28;4.253434386188784
satisfaction;9;10;10;3.121928094887362
satrap;13;22;22;3.4251185503571393
satrapies;6;6;6;2.584962500721156
satrapy;9;15;15;2.9735572622751856
sauce;5;6;6;2.251629167387823
saucer;11;17;17;3.2195282822995477
sauropod;19;23;23;4.1429146733542535
savage;4;6;6;1.9182958340544893
savanna;5;6;6;2.251629167387823
save;5;6;6;2.2516291673878226
saved;7;9;9;2.6416041678685933
saving;5;6;6;2.2516291673878226
savoy;5;11;11;1.6729330318733677
saw;37;43;43;5.019060684834029
saxophone;4;4;4;2.0
saying;18;21;21;4.011365041826379
scalar;6;6;6;2.584962500721156
scale;97;223;223;5.578232755220879
scan;5;5;5;2.3219280948873626
scandal;24;29;29;4.418157288156419
scanty;4;5;5;1.9219280948873625
scarcity;7;11;11;2.5503407095463886
scare;6;7;7;2.5216406363433186
scenario;19;22;22;4.186704345910023
scene;98;176;176;5.687618636972877
scenery;7;7;7;2.807354922057604
scent;12;14;14;3.4677201004745006
sceptre;4;4;4;2.0
schedule;22;26;26;4.392747410448784
scheme;53;73;73;5.475592154942795
schism;7;8;8;2.75
scholar;200;383;383;7.021028188222555
scholarch;4;4;4;2.0
scholarship;42;50;50;5.293660689688188
scholastic;5;5;5;2.3219280948873626
school;238;569;569;6.789466615747943
schoolers;5;5;5;2.3219280948873626
schooling;6;6;6;2.584962500721156
science;153;375;375;6.208344551070901
scientist;141;226;226;6.655407279747316
scion;5;8;8;2.1556390622295662
sclerosis;11;15;15;3.2402239289418513
scone;3;5;5;1.3709505944546687
scope;45;81;81;4.709858880670446
score;54;89;89;5.384324128609466
scoreboard;4;4;4;2.0
scorpion;4;4;4;2.0
screen;28;55;55;4.139473122182874
screening;16;18;18;3.9477027792200903
screenplay;39;67;67;4.7098500644783945
screenwriter;14;17;17;3.690116517593666
screw;7;7;7;2.807354922057604
scribe;21;28;28;4.2359263506290326
scrip;5;5;5;2.3219280948873626
script;169;389;389;6.23722582136116
scroll;8;11;11;2.845350936622437
scrutiny;6;6;6;2.584962500721156
scuba;3;5;5;1.3709505944546687
sculptor;13;14;14;3.6644977792004623
sculpture;61;88;88;5.615514999245364
sea;86;242;242;5.046336621425703
seabed;17;30;30;3.4662478973127313
seacoast;9;12;12;2.9182958340544896
seal;12;15;15;3.4565647621309536
seaport;13;17;17;3.5724694587701364
search;48;106;106;4.885840589721066
season;63;119;119;5.154185302546652
seat;65;112;112;5.1705144086249595
seater;4;4;4;2.0
seaway;10;12;12;3.188721875540867
seaweed;14;16;16;3.75
secession;36;71;71;4.637659141528747
secessionist;16;16;16;4.0
second;134;296;296;5.922265237068164
secondary;25;33;33;4.450162589830066
seconds;6;8;8;2.5
secrecy;7;7;7;2.807354922057604
secret;42;61;61;5.053265412393533
secretariat;4;6;6;1.9182958340544893
secretary;51;79;79;5.262455906322794
secretion;11;14;14;3.3248629576173574
sect;30;31;31;4.889680181354619
section;133;282;282;5.981388384256674
sector;82;159;159;5.551351011347171
secular;5;5;5;2.3219280948873626
secularization;5;5;5;2.3219280948873626
security;64;101;101;5.523913523963208
sediment;6;7;7;2.5216406363433186
see;9;25;25;2.556623811079363
seed;79;122;122;5.791942640785115
seedling;4;5;5;1.9219280948873623
seeker;12;16;16;3.375
seer;7;7;7;2.807354922057604
segment;19;26;26;4.008132025833399
segregation;5;5;5;2.3219280948873626
seismograph;4;4;4;2.0
seizing;4;4;4;2.0
seizure;10;13;13;3.180832987205441
selection;59;110;110;5.258975367889484
self;22;26;26;4.363713275750189
selfishness;5;6;6;2.2516291673878226
sell;2;10;10;0.4689955935892812
selling;9;11;11;3.0957952550009344
semantics;12;16;16;3.452819531114783
semiconductor;4;5;5;1.9219280948873623
semifinal;26;67;67;3.823191495461274
seminar;10;11;11;3.2776134368191165
semiotics;5;5;5;2.3219280948873626
semitism;5;5;5;2.3219280948873626
senate;77;189;189;4.762033643833003
senator;46;70;70;5.280939045727051
senior;8;8;8;3.0
sens;17;26;26;3.811231430496332
sensation;13;15;15;3.6402239289418516
sense;89;269;269;4.874749817993658
sensibility;18;18;18;4.169925001442313
sensitivity;10;16;16;3.1556390622295662
sensor;9;15;15;3.0565647621309546
sensu;7;11;11;2.5949066182439395
sentence;47;72;72;5.23206684261828
sentiment;26;29;29;4.625053839880556
sepal;5;5;5;2.3219280948873626
separate;11;17;17;3.1462863706621045
separation;45;69;69;5.079629986347862
separatist;7;7;7;2.807354922057604
separator;7;7;7;2.807354922057604
sepulchre;4;11;11;1.8676338909712122
sequel;24;33;33;4.309101316131472
sequence;60;105;105;5.202702659419894
serf;11;15;15;3.2402239289418517
serial;5;5;5;2.3219280948873626
series;364;994;994;6.570372219640973
serine;6;6;6;2.584962500721156
sermon;23;41;41;4.143541333622539
serpent;5;7;7;2.2359263506290326
serum;11;11;11;3.459431618637298
servant;27;36;36;4.527719015921095
serve;20;37;37;3.804746110195515
server;32;40;40;4.871928094887363
service;245;477;477;7.2045094683805395
serving;17;19;19;3.9976702764876153
servosystem;7;7;7;2.807354922057604
session;25;39;39;4.314266244992319
sesterces;5;5;5;2.3219280948873626
set;229;585;585;6.533946065738858
setback;26;33;33;4.536670255656531
setter;14;16;16;3.75
setting;60;110;110;5.342626129395069
settlement;104;186;186;6.18515774795303
settler;54;79;79;5.52676710279414
setup;10;11;11;3.2776134368191165
seven;58;83;83;5.620470871309692
seventeen;13;13;13;3.7004397181410926
seventeenth;4;7;7;1.6644977792004614
seventh;9;10;10;3.121928094887362
several;30;45;45;4.145111786682393
severity;12;16;16;3.4056390622295662
sewer;4;5;5;1.9219280948873623
sex;55;83;83;5.393305172848566
sexuality;15;22;22;3.720128777433187
sh;4;4;4;2.0
shaddah;6;6;6;2.584962500721156
shade;26;28;28;4.66449777920046
shades;6;6;6;2.584962500721156
shadow;20;28;28;4.09306920777189
shaft;16;19;19;3.8924071185928786
shah;116;175;175;6.530254238850746
shake;10;11;11;3.2776134368191165
shakedown;5;5;5;2.3219280948873626
shale;9;9;9;3.169925001442312
shame;6;6;6;2.584962500721156
shank;5;5;5;2.3219280948873626
shantytown;6;7;7;2.5216406363433186
shape;101;183;183;5.750043471689507
share;50;69;69;5.495993116104392
shark;12;13;13;3.5465935642949384
sharp;5;8;8;2.1556390622295662
she;514;996;996;8.217747604168416
sheath;5;6;6;2.251629167387823
shed;13;14;14;3.6644977792004623
sheep;39;46;46;5.186392934223816
sheet;30;36;36;4.815622570826658
shelf;21;24;24;4.251629167387823
shell;75;150;150;5.388517835488018
shelter;15;20;20;3.721928094887362
shepherd;4;5;5;1.9219280948873623
shield;59;81;81;5.594608916753751
shielding;5;5;5;2.3219280948873626
shift;47;63;63;5.284399217874471
shifting;5;5;5;2.3219280948873626
shine;7;9;9;2.6416041678685938
ship;145;298;298;6.305790503825402
shipbuilding;12;14;14;3.4677201004744997
shipment;12;15;15;3.4565647621309536
shipping;22;23;23;4.436605434317882
shipwreck;13;13;13;3.7004397181410926
shire;9;10;10;3.121928094887362
shirt;5;5;5;2.3219280948873626
shoal;7;7;7;2.807354922057604
shock;32;43;43;4.813136197106742
shoe;7;11;11;2.663532754804255
shoot;20;31;31;4.055025246485997
shooter;4;4;4;2.0
shooting;25;47;47;4.203866650499679
shop;24;29;29;4.388683047733199
shopping;3;5;5;1.3709505944546687
shore;27;78;78;3.6911679868836043
shoreline;10;10;10;3.321928094887362
short;29;72;72;4.009397537879658
shortage;58;85;85;5.5721996483879375
shortcoming;6;6;6;2.584962500721156
shortening;7;7;7;2.807354922057604
shortfall;4;4;4;2.0
shorthand;12;14;14;3.521640636343319
shot;40;53;53;5.065289973831806
shoulder;15;20;20;3.746439344671015
shout;6;8;8;2.5
show;98;148;148;6.167582947396601
showcase;6;6;6;2.584962500721156
showing;6;6;6;2.584962500721156
shrine;12;13;13;3.5465935642949384
shrub;8;10;10;2.9219280948873623
shutdown;9;11;11;3.0957952550009344
shutting;4;4;4;2.0
shuttle;6;7;7;2.5216406363433186
sibling;17;25;25;3.8936606896881854
sickness;9;9;9;3.169925001442312
side;160;481;481;5.767821653418145
sidebands;8;10;10;2.9219280948873623
sidecar;5;5;5;2.3219280948873626
sidewalk;12;16;16;3.375
siege;44;86;86;4.764822500380916
sight;40;65;65;4.890558098946966
sighting;11;12;12;3.4182958340544896
sightseeing;3;3;3;1.584962500721156
sign;107;225;225;5.942186834227662
signal;76;131;131;5.599608262282783
signaling;4;4;4;2.0
signatory;10;11;11;3.2776134368191165
signature;24;28;28;4.494680368408908
signer;9;10;10;3.121928094887362
significance;45;63;63;5.280862415866152
signing;9;13;13;2.9312089489103235
silence;9;10;10;3.1219280948873624
silhouette;9;9;9;3.169925001442312
silica;4;4;4;2.0
silicate;7;7;7;2.807354922057604
silicon;5;6;6;2.2516291673878226
silk;14;14;14;3.8073549220576055
silo;5;5;5;2.3219280948873626
silt;10;13;13;3.238901256602631
silver;35;57;57;4.852639084674788
similarity;50;89;89;5.282328943229721
simple;28;41;41;4.5586523094433655
simplicity;12;17;17;3.3815804883091634
simplification;7;9;9;2.725480556997868
simulation;19;21;21;4.201841232302569
simulator;7;7;7;2.807354922057604
sin;39;58;58;4.950581159212215
sine;6;10;10;2.4464393446710155
singer;31;39;39;4.804507667524723
singing;15;20;20;3.721928094887362
single;42;77;77;4.707837189820775
singles;12;20;20;3.2841837197791888
singular;7;10;10;2.7219280948873625
sink;7;7;7;2.807354922057604
sinking;6;9;9;2.4193819456463714
sinner;6;8;8;2.5
sir;5;10;10;1.9609640474436814
sister;86;193;193;5.5457858356481475
sitcom;6;6;6;2.584962500721156
site;165;400;400;6.042664903298713
sitting;8;10;10;2.9219280948873623
situation;106;190;190;6.079919129776688
six;89;136;136;6.029138139839328
sixteen;14;16;16;3.75
sixth;12;15;15;3.373557262275185
sixties;4;4;4;2.0
size;163;386;386;6.05316064576859
skatepark;6;6;6;2.584962500721156
skeleton;62;91;91;5.64756744308338
skepticism;25;35;35;4.457575159678481
sketch;14;17;17;3.690116517593666
skill;82;126;126;6.061201177744202
skin;40;56;56;4.994680368408911
skirmish;14;14;14;3.8073549220576055
skull;67;129;129;5.3068739622361525
sky;38;78;78;4.292761155085768
slab;6;8;8;2.5
