label;nz;tf;TF;entropy
N:appo-R:N:earth;2;2;2;1.0
N:appo-R:N:economy;2;2;2;1.0
N:appo-R:N:editor;2;2;2;1.0
N:appo-R:N:election;4;4;4;2.0
N:appo-R:N:element;3;3;3;1.584962500721156
N:appo-R:N:emperor;2;3;3;0.9182958340544896
N:appo-R:N:empire;3;3;3;1.584962500721156
N:appo-R:N:end;2;2;2;1.0
N:appo-R:N:enemy;2;2;2;1.0
N:appo-R:N:engine;2;2;2;1.0
N:appo-R:N:error;1;2;2;0.0
N:appo-R:N:establishment;2;2;2;1.0
N:appo-R:N:event;3;3;3;1.584962500721156
N:appo-R:N:everything;1;1;1;0.0
N:appo-R:N:example;19;19;19;4.247927513443588
N:appo-R:N:expert;2;2;2;1.0
N:appo-R:N:expulsion;2;2;2;1.0
N:appo-R:N:extermination;2;2;2;1.0
N:appo-R:N:family;4;4;4;2.0
N:appo-R:N:fate;2;2;2;1.0
N:appo-R:N:father;6;6;6;2.584962500721156
N:appo-R:N:fatherland;1;2;2;0.0
N:appo-R:N:feature;3;3;3;1.584962500721156
N:appo-R:N:federation;2;2;2;1.0
N:appo-R:N:fertilizer;3;3;3;1.584962500721156
N:appo-R:N:festival;5;5;5;2.3219280948873626
N:appo-R:N:film;12;12;12;3.584962500721156
N:appo-R:N:first;5;5;5;2.3219280948873626
N:appo-R:N:fleet;2;2;2;1.0
N:appo-R:N:flight;2;2;2;1.0
N:appo-R:N:flower;2;2;2;1.0
N:appo-R:N:follower;1;1;1;0.0
N:appo-R:N:food;2;2;2;1.0
N:appo-R:N:force;5;5;5;2.3219280948873626
N:appo-R:N:form;2;2;2;1.0
N:appo-R:N:format;2;2;2;1.0
N:appo-R:N:formation;2;2;2;1.0
N:appo-R:N:founder;2;2;2;1.0
N:appo-R:N:fountain;1;1;1;0.0
N:appo-R:N:friend;3;3;3;1.584962500721156
N:appo-R:N:game;3;3;3;1.584962500721156
N:appo-R:N:garden;2;2;2;1.0
N:appo-R:N:general;7;7;7;2.807354922057604
N:appo-R:N:generation;3;3;3;1.584962500721156
N:appo-R:N:geography;3;3;3;1.584962500721156
N:appo-R:N:goal;2;2;2;1.0
N:appo-R:N:gold;2;3;3;0.9182958340544896
N:appo-R:N:goods;2;2;2;1.0
N:appo-R:N:government;3;3;3;1.584962500721156
N:appo-R:N:governor;2;2;2;1.0
N:appo-R:N:group;1;1;1;0.0
N:appo-R:N:hall;3;3;3;1.584962500721156
N:appo-R:N:hand;3;3;3;1.584962500721156
N:appo-R:N:he;2;2;2;1.0
N:appo-R:N:head;4;4;4;2.0
N:appo-R:N:henry;2;2;2;1.0
N:appo-R:N:highway;4;4;4;2.0
N:appo-R:N:him;5;5;5;2.3219280948873626
N:appo-R:N:historian;2;2;2;1.0
N:appo-R:N:history;4;5;5;1.9219280948873623
N:appo-R:N:hobby;2;2;2;1.0
N:appo-R:N:home;4;4;4;2.0
N:appo-R:N:honour;2;2;2;1.0
N:appo-R:N:hospital;2;2;2;1.0
N:appo-R:N:host;2;2;2;1.0
N:appo-R:N:house;4;4;4;2.0
N:appo-R:N:human;2;2;2;1.0
N:appo-R:N:ii;5;6;6;2.2516291673878226
N:appo-R:N:iii;4;4;4;2.0
N:appo-R:N:importance;2;2;2;1.0
N:appo-R:N:independence;2;2;2;1.0
N:appo-R:N:industry;3;3;3;1.584962500721156
N:appo-R:N:infrastructure;2;2;2;1.0
N:appo-R:N:insistence;2;2;2;1.0
N:appo-R:N:instance;4;4;4;2.0
N:appo-R:N:ion;1;1;1;0.0
N:appo-R:N:iron;4;4;4;2.0
N:appo-R:N:it;5;5;5;2.3219280948873626
N:appo-R:N:john;3;3;3;1.584962500721156
N:appo-R:N:journal;3;3;3;1.584962500721156
N:appo-R:N:jurisdiction;3;3;3;1.584962500721156
N:appo-R:N:justice;2;2;2;1.0
N:appo-R:N:khan;2;2;2;1.0
N:appo-R:N:king;6;8;8;2.4056390622295662
N:appo-R:N:kingdom;2;2;2;1.0
N:appo-R:N:l;2;3;3;0.9182958340544896
N:appo-R:N:lack;3;3;3;1.584962500721156
N:appo-R:N:land;5;5;5;2.3219280948873626
N:appo-R:N:language;4;4;4;2.0
N:appo-R:N:latitude;2;2;2;1.0
N:appo-R:N:launch;2;2;2;1.0
N:appo-R:N:law;5;5;5;2.3219280948873626
N:appo-R:N:leader;3;3;3;1.584962500721156
N:appo-R:N:leadership;2;2;2;1.0
N:appo-R:N:letter;5;5;5;2.3219280948873626
N:appo-R:N:level;3;3;3;1.584962500721156
N:appo-R:N:library;3;3;3;1.584962500721156
N:appo-R:N:life;10;10;10;3.321928094887362
N:appo-R:N:line;2;2;2;1.0
N:appo-R:N:lion;2;2;2;1.0
N:appo-R:N:literature;3;3;3;1.584962500721156
N:appo-R:N:m;2;2;2;1.0
N:appo-R:N:machine;5;5;5;2.3219280948873626
N:appo-R:N:man;5;5;5;2.3219280948873626
N:appo-R:N:manufacturing;2;2;2;1.0
N:appo-R:N:many;2;2;2;1.0
N:appo-R:N:marriage;2;2;2;1.0
N:appo-R:N:material;1;1;1;0.0
N:appo-R:N:mathematician;2;2;2;1.0
N:appo-R:N:mathematics;2;2;2;1.0
N:appo-R:N:mayor;2;2;2;1.0
N:appo-R:N:mechanic;2;2;2;1.0
N:appo-R:N:member;2;2;2;1.0
N:appo-R:N:method;4;5;5;1.9219280948873623
N:appo-R:N:mill;1;1;1;0.0
N:appo-R:N:minister;2;2;2;1.0
N:appo-R:N:model;3;3;3;1.584962500721156
N:appo-R:N:moment;2;2;2;1.0
N:appo-R:N:monarchy;2;2;2;1.0
N:appo-R:N:monument;2;3;3;0.9182958340544896
N:appo-R:N:moon;4;4;4;2.0
N:appo-R:N:more;1;1;1;0.0
N:appo-R:N:most;2;2;2;1.0
N:appo-R:N:mother;2;2;2;1.0
N:appo-R:N:movement;2;2;2;1.0
N:appo-R:N:movie;2;2;2;1.0
N:appo-R:N:multiplication;1;2;2;0.0
N:appo-R:N:music;2;2;2;1.0
N:appo-R:N:name;9;9;9;3.169925001442312
N:appo-R:N:nature;2;2;2;1.0
N:appo-R:N:neutron;2;2;2;1.0
N:appo-R:N:north;2;2;2;1.0
N:appo-R:N:notion;3;3;3;1.584962500721156
N:appo-R:N:novel;10;10;10;3.321928094887362
N:appo-R:N:number;5;5;5;2.3219280948873626
N:appo-R:N:office;2;2;2;1.0
N:appo-R:N:oil;3;3;3;1.584962500721156
N:appo-R:N:one;6;6;6;2.584962500721156
N:appo-R:N:operation;3;3;3;1.584962500721156
N:appo-R:N:opposition;2;2;2;1.0
N:appo-R:N:orbit;2;2;2;1.0
N:appo-R:N:organization;2;2;2;1.0
N:appo-R:N:painting;2;2;2;1.0
N:appo-R:N:part;5;5;5;2.3219280948873626
N:appo-R:N:particular;4;4;4;2.0
N:appo-R:N:party;3;3;3;1.584962500721156
N:appo-R:N:people;3;3;3;1.584962500721156
N:appo-R:N:performance;3;3;3;1.584962500721156
N:appo-R:N:period;4;4;4;2.0
N:appo-R:N:person;4;4;4;2.0
N:appo-R:N:philosopher;3;3;3;1.584962500721156
N:appo-R:N:physics;4;4;4;2.0
N:appo-R:N:pilgrimage;1;2;2;0.0
N:appo-R:N:pine;1;2;2;0.0
N:appo-R:N:place;2;2;2;1.0
N:appo-R:N:play;8;8;8;3.0
N:appo-R:N:poetry;2;2;2;1.0
N:appo-R:N:pope;3;3;3;1.584962500721156
N:appo-R:N:practice;2;2;2;1.0
N:appo-R:N:presence;2;2;2;1.0
N:appo-R:N:president;4;5;5;1.9219280948873623
N:appo-R:N:press;2;2;2;1.0
N:appo-R:N:prince;3;3;3;1.584962500721156
N:appo-R:N:princess;2;2;2;1.0
N:appo-R:N:principle;3;3;3;1.584962500721156
N:appo-R:N:prize;2;2;2;1.0
N:appo-R:N:problem;4;4;4;2.0
N:appo-R:N:process;2;2;2;1.0
N:appo-R:N:producer;2;2;2;1.0
N:appo-R:N:production;7;7;7;2.807354922057604
N:appo-R:N:project;2;2;2;1.0
N:appo-R:N:property;3;3;3;1.584962500721156
N:appo-R:N:purpose;2;2;2;1.0
N:appo-R:N:quiet;2;2;2;1.0
N:appo-R:N:railroad;1;1;1;0.0
N:appo-R:N:range;2;2;2;1.0
N:appo-R:N:rape;2;2;2;1.0
N:appo-R:N:reconstruction;2;2;2;1.0
N:appo-R:N:record;2;2;2;1.0
N:appo-R:N:refectory;1;1;1;0.0
N:appo-R:N:reference;2;2;2;1.0
N:appo-R:N:region;3;3;3;1.584962500721156
N:appo-R:N:relation;1;1;1;0.0
N:appo-R:N:relationship;2;2;2;1.0
N:appo-R:N:release;2;2;2;1.0
N:appo-R:N:relief;2;2;2;1.0
N:appo-R:N:religion;2;2;2;1.0
N:appo-R:N:republic;3;3;3;1.584962500721156
N:appo-R:N:resource;3;3;3;1.584962500721156
N:appo-R:N:result;3;3;3;1.584962500721156
N:appo-R:N:revolt;2;2;2;1.0
N:appo-R:N:revolution;2;2;2;1.0
N:appo-R:N:ridge;1;1;1;0.0
N:appo-R:N:river;2;3;3;0.9182958340544896
N:appo-R:N:salt;1;2;2;0.0
N:appo-R:N:sand;2;2;2;1.0
N:appo-R:N:scholar;2;2;2;1.0
N:appo-R:N:school;6;6;6;2.584962500721156
N:appo-R:N:science;5;5;5;2.3219280948873626
N:appo-R:N:script;6;6;6;2.584962500721156
N:appo-R:N:sea;2;2;2;1.0
N:appo-R:N:section;3;3;3;1.584962500721156
N:appo-R:N:series;7;8;8;2.75
N:appo-R:N:service;3;3;3;1.584962500721156
N:appo-R:N:set;2;2;2;1.0
N:appo-R:N:sex;2;2;2;1.0
N:appo-R:N:shape;2;2;2;1.0
N:appo-R:N:short;2;2;2;1.0
N:appo-R:N:shout;1;2;2;0.0
N:appo-R:N:side;2;2;2;1.0
N:appo-R:N:silver;2;2;2;1.0
N:appo-R:N:simple;2;2;2;1.0
N:appo-R:N:sin;2;2;2;1.0
N:appo-R:N:sister;2;2;2;1.0
N:appo-R:N:size;1;1;1;0.0
N:appo-R:N:sky;2;2;2;1.0
N:appo-R:N:slave;3;3;3;1.584962500721156
N:appo-R:N:small;2;2;2;1.0
N:appo-R:N:society;2;2;2;1.0
N:appo-R:N:soldier;1;1;1;0.0
N:appo-R:N:source;5;5;5;2.3219280948873626
N:appo-R:N:specie;6;6;6;2.584962500721156
N:appo-R:N:sport;2;2;2;1.0
N:appo-R:N:state;7;7;7;2.807354922057604
N:appo-R:N:station;1;1;1;0.0
N:appo-R:N:store;2;2;2;1.0
N:appo-R:N:story;4;4;4;2.0
N:appo-R:N:stream;2;2;2;1.0
N:appo-R:N:structure;3;3;3;1.584962500721156
N:appo-R:N:struggle;3;3;3;1.584962500721156
N:appo-R:N:student;1;1;1;0.0
N:appo-R:N:study;2;2;2;1.0
N:appo-R:N:style;2;2;2;1.0
N:appo-R:N:subject;3;3;3;1.584962500721156
N:appo-R:N:success;4;4;4;2.0
N:appo-R:N:succession;1;1;1;0.0
N:appo-R:N:supply;2;2;2;1.0
N:appo-R:N:surface;2;2;2;1.0
N:appo-R:N:sweating;1;1;1;0.0
N:appo-R:N:system;8;8;8;3.0
N:appo-R:N:tax;2;2;2;1.0
N:appo-R:N:teacher;2;2;2;1.0
N:appo-R:N:technique;2;2;2;1.0
N:appo-R:N:technology;3;3;3;1.584962500721156
N:appo-R:N:temple;5;5;5;2.3219280948873626
N:appo-R:N:term;0;0;0;0.0
N:appo-R:N:territory;2;2;2;1.0
N:appo-R:N:textbook;2;2;2;1.0
N:appo-R:N:that;8;8;8;3.0
N:appo-R:N:there;4;4;4;2.0
N:appo-R:N:these;3;3;3;1.584962500721156
N:appo-R:N:this;9;9;9;3.169925001442312
N:appo-R:N:those;2;2;2;1.0
N:appo-R:N:thousands;2;2;2;1.0
N:appo-R:N:time;12;12;12;3.584962500721156
N:appo-R:N:times;2;3;3;0.9182958340544896
N:appo-R:N:title;2;2;2;1.0
N:appo-R:N:tourism;2;2;2;1.0
N:appo-R:N:town;3;3;3;1.584962500721156
N:appo-R:N:trade;2;2;2;1.0
N:appo-R:N:tradition;3;3;3;1.584962500721156
N:appo-R:N:treatise;2;2;2;1.0
N:appo-R:N:treaty;2;2;2;1.0
N:appo-R:N:tribune;2;2;2;1.0
N:appo-R:N:tributary;2;2;2;1.0
N:appo-R:N:tube;2;2;2;1.0
N:appo-R:N:turkey;2;2;2;1.0
N:appo-R:N:type;3;3;3;1.584962500721156
N:appo-R:N:unit;1;1;1;0.0
N:appo-R:N:use;1;1;1;0.0
N:appo-R:N:v;2;2;2;1.0
N:appo-R:N:variety;4;4;4;2.0
N:appo-R:N:vehicle;2;2;2;1.0
N:appo-R:N:velocity;0;0;0;0.0
N:appo-R:N:venue;2;2;2;1.0
N:appo-R:N:version;3;3;3;1.584962500721156
N:appo-R:N:village;2;2;2;1.0
N:appo-R:N:virus;0;0;0;0.0
N:appo-R:N:vote;2;2;2;1.0
N:appo-R:N:wall;2;2;2;1.0
N:appo-R:N:war;8;8;8;3.0
N:appo-R:N:water;3;3;3;1.584962500721156
N:appo-R:N:ways;3;3;3;1.584962500721156
N:appo-R:N:wealth;2;2;2;1.0
N:appo-R:N:well;4;4;4;2.0
N:appo-R:N:which;2;2;2;1.0
N:appo-R:N:while;4;4;4;2.0
N:appo-R:N:white;2;2;2;1.0
N:appo-R:N:wife;4;4;4;2.0
N:appo-R:N:winner;2;2;2;1.0
N:appo-R:N:woman;3;3;3;1.584962500721156
N:appo-R:N:word;3;3;3;1.584962500721156
N:appo-R:N:work;14;14;14;3.8073549220576055
N:appo-R:N:works;2;2;2;1.0
N:appo-R:N:world;7;7;7;2.807354922057604
N:appo-R:N:writing;3;3;3;1.584962500721156
N:appo-R:N:x;2;2;2;1.0
N:appo-R:N:year;8;8;8;3.0
N:appo-R:N:years;2;2;2;1.0
N:appo-mod-R:N:building;1;2;2;0.0
N:appo-mod:A:all;2;2;2;1.0
N:appo-mod:A:along;17;17;17;4.08746284125034
N:appo-mod:A:also;2;2;2;1.0
N:appo-mod:A:apart;2;2;2;1.0
N:appo-mod:A:approximately;3;3;3;1.584962500721156
N:appo-mod:A:around;3;3;3;1.584962500721156
N:appo-mod:A:as;6;6;6;2.584962500721156
N:appo-mod:A:before;3;3;3;1.584962500721156
N:appo-mod:A:below;2;2;2;1.0
N:appo-mod:A:both;2;2;2;1.0
N:appo-mod:A:currently;3;3;3;1.584962500721156
N:appo-mod:A:each;5;5;5;2.3219280948873626
N:appo-mod:A:either;2;2;2;1.0
N:appo-mod:A:especially;37;38;38;5.19529593449622
N:appo-mod:A:extremely;2;2;2;1.0
N:appo-mod:A:famously;3;3;3;1.584962500721156
N:appo-mod:A:first;3;3;3;1.584962500721156
N:appo-mod:A:formerly;3;3;3;1.584962500721156
N:appo-mod:A:frequently;2;2;2;1.0
N:appo-mod:A:hence;2;2;2;1.0
N:appo-mod:A:however;3;3;3;1.584962500721156
N:appo-mod:A:just;3;3;3;1.584962500721156
N:appo-mod:A:largely;3;3;3;1.584962500721156
N:appo-mod:A:less;2;2;2;1.0
N:appo-mod:A:mainly;7;7;7;2.807354922057604
N:appo-mod:A:most;2;2;2;1.0
N:appo-mod:A:mostly;6;6;6;2.584962500721156
N:appo-mod:A:namely;5;5;5;2.3219280948873626
N:appo-mod:A:nearly;2;2;2;1.0
N:appo-mod:A:not;22;22;22;4.459431618637295
N:appo-mod:A:notably;32;33;33;4.9837880587523955
N:appo-mod:A:often;6;6;6;2.584962500721156
N:appo-mod:A:over;2;2;2;1.0
N:appo-mod:A:particularly;27;28;28;4.735926350629031
N:appo-mod:A:possibly;5;6;6;2.2516291673878226
N:appo-mod:A:primarily;2;2;2;1.0
N:appo-mod:A:probably;4;4;4;2.0
N:appo-mod:A:rather;2;2;2;1.0
N:appo-mod:A:since;10;10;10;3.321928094887362
N:appo-mod:A:so;2;2;2;1.0
N:appo-mod:A:sometimes;2;2;2;1.0
N:appo-mod:A:specifically;6;7;7;2.5216406363433186
N:appo-mod:A:though;10;10;10;3.321928094887362
N:appo-mod:A:through;4;4;4;2.0
N:appo-mod:A:thus;4;4;4;2.0
N:appo-mod:A:typically;4;4;4;2.0
N:appo-mod:A:usually;5;5;5;2.3219280948873626
N:appo-mod:A:when;3;3;3;1.584962500721156
N:appo-mod:A:yet;3;3;3;1.584962500721156
N:appo-mod:N:now;6;7;7;2.5216406363433186
N:appo:C:fin;101;113;113;6.569165440498386
N:appo:N:African;2;2;2;1.0
N:appo:N:Agassi;3;4;4;1.5
N:appo:N:Agrippina;3;3;3;1.584962500721156
N:appo:N:Alaric;2;2;2;1.0
N:appo:N:Alboin;2;2;2;1.0
N:appo:N:Alexei;2;2;2;1.0
N:appo:N:Alfred;3;3;3;1.584962500721156
N:appo:N:American;2;2;2;1.0
N:appo:N:Apollo;3;3;3;1.584962500721156
N:appo:N:Arabic;2;2;2;1.0
N:appo:N:Audi;2;2;2;1.0
N:appo:N:Augustus;2;2;2;1.0
N:appo:N:BC;5;5;5;2.3219280948873626
N:appo:N:Betty;1;2;2;0.0
N:appo:N:Caligula;2;2;2;1.0
N:appo:N:Ceres;2;2;2;1.0
N:appo:N:Claudius;2;2;2;1.0
N:appo:N:Einstein;2;2;2;1.0
N:appo:N:Fungi;2;2;2;1.0
N:appo:N:Ginsberg;2;2;2;1.0
N:appo:N:Greek;3;3;3;1.584962500721156
N:appo:N:Hera;2;2;2;1.0
N:appo:N:Hitchcock;2;2;2;1.0
N:appo:N:Howl;3;3;3;1.584962500721156
N:appo:N:Jesus;2;2;2;1.0
N:appo:N:Joan;2;2;2;1.0
N:appo:N:Khentiamentiu;2;3;3;0.9182958340544896
N:appo:N:Kournikova;5;5;5;2.3219280948873626
N:appo:N:Kurosawa;4;5;5;1.9219280948873623
N:appo:N:Lincoln;5;5;5;2.3219280948873626
N:appo:N:London;2;2;2;1.0
N:appo:N:Maria;3;3;3;1.584962500721156
N:appo:N:Narses;2;2;2;1.0
N:appo:N:Newton;1;1;1;0.0
N:appo:N:Nicholas;2;2;2;1.0
N:appo:N:Octavian;3;3;3;1.584962500721156
N:appo:N:Open;2;2;2;1.0
N:appo:N:Passion;1;1;1;0.0
N:appo:N:Pedro;2;2;2;1.0
N:appo:N:Perdiccas;2;2;2;1.0
N:appo:N:Philip;2;2;2;1.0
N:appo:N:Plato;2;2;2;1.0
N:appo:N:Poirot;2;2;2;1.0
N:appo:N:Ptolemy;2;3;3;0.9182958340544896
N:appo:N:Schwarzenegger;5;5;5;2.3219280948873626
N:appo:N:Schweitzer;2;2;2;1.0
N:appo:N:Silphium;2;2;2;1.0
N:appo:N:Solzhenitsyn;5;5;5;2.3219280948873626
N:appo:N:Son;12;13;13;3.5465935642949384
N:appo:N:Speer;5;5;5;2.3219280948873626
N:appo:N:Sugata;2;2;2;1.0
N:appo:N:Turing;2;2;2;1.0
N:appo:N:Wallace;2;2;2;1.0
N:appo:N:Zeus;2;2;2;1.0
N:appo:N:abbot;2;2;2;1.0
N:appo:N:access;1;1;1;0.0
N:appo:N:account;2;2;2;1.0
N:appo:N:accounting;3;3;3;1.584962500721156
N:appo:N:acid;2;2;2;1.0
N:appo:N:act;2;2;2;1.0
N:appo:N:action;2;2;2;1.0
N:appo:N:adaptation;6;6;6;2.584962500721156
N:appo:N:administration;1;1;1;0.0
N:appo:N:affair;4;4;4;2.0
N:appo:N:agate;1;5;5;0.0
N:appo:N:age;3;3;3;1.584962500721156
N:appo:N:agent;2;2;2;1.0
N:appo:N:aim;3;3;3;1.584962500721156
N:appo:N:alcohol;2;2;2;1.0
N:appo:N:algorithm;3;4;4;1.5
N:appo:N:all;8;8;8;3.0
N:appo:N:alloy;2;2;2;1.0
N:appo:N:ally;2;2;2;1.0
N:appo:N:anatomy;3;3;3;1.584962500721156
N:appo:N:angel;3;3;3;1.584962500721156
N:appo:N:angle;2;2;2;1.0
N:appo:N:animal;2;2;2;1.0
N:appo:N:anthropology;3;3;3;1.584962500721156
N:appo:N:antibiotic;2;2;2;1.0
N:appo:N:area;1;1;1;0.0
N:appo:N:army;2;2;2;1.0
N:appo:N:art;2;2;2;1.0
N:appo:N:association;2;2;2;1.0
N:appo:N:asteroid;2;2;2;1.0
N:appo:N:atonement;2;2;2;1.0
N:appo:N:attachment;3;3;3;1.584962500721156
N:appo:N:attack;2;2;2;1.0
N:appo:N:attempt;2;2;2;1.0
N:appo:N:authority;4;4;4;2.0
N:appo:N:authorship;2;2;2;1.0
N:appo:N:award;2;2;2;1.0
N:appo:N:basin;2;2;2;1.0
N:appo:N:basis;2;2;2;1.0
N:appo:N:battle;4;4;4;2.0
N:appo:N:beginning;4;5;5;1.9219280948873623
N:appo:N:belief;5;5;5;2.3219280948873626
N:appo:N:bell;5;6;6;2.2516291673878226
N:appo:N:belonging;2;2;2;1.0
N:appo:N:bird;2;2;2;1.0
N:appo:N:bishop;2;3;3;0.9182958340544896
N:appo:N:body;5;5;5;2.3219280948873626
N:appo:N:bone;1;1;1;0.0
N:appo:N:book;4;4;4;2.0
N:appo:N:both;2;2;2;1.0
N:appo:N:break;2;2;2;1.0
N:appo:N:breed;2;2;2;1.0
N:appo:N:brother;2;2;2;1.0
N:appo:N:builder;2;2;2;1.0
N:appo:N:building;7;7;7;2.807354922057604
N:appo:N:burn;2;2;2;1.0
N:appo:N:cable;2;2;2;1.0
N:appo:N:can;2;2;2;1.0
N:appo:N:capital;2;2;2;1.0
N:appo:N:captain;2;2;2;1.0
N:appo:N:career;2;2;2;1.0
N:appo:N:category;2;2;2;1.0
N:appo:N:cause;2;3;3;0.9182958340544896
N:appo:N:celebration;2;2;2;1.0
N:appo:N:center;2;2;2;1.0
N:appo:N:change;3;3;3;1.584962500721156
N:appo:N:characteristic;2;2;2;1.0
N:appo:N:chemistry;2;2;2;1.0
N:appo:N:chief;3;3;3;1.584962500721156
N:appo:N:child;3;3;3;1.584962500721156
N:appo:N:chloride;1;1;1;0.0
N:appo:N:church;2;2;2;1.0
N:appo:N:citizen;2;2;2;1.0
N:appo:N:city;2;2;2;1.0
N:appo:N:claim;2;2;2;1.0
N:appo:N:classic;2;2;2;1.0
N:appo:N:collection;3;3;3;1.584962500721156
N:appo:N:colonel;2;2;2;1.0
N:appo:N:colony;2;2;2;1.0
N:appo:N:comedy;2;2;2;1.0
N:appo:N:comet;2;2;2;1.0
N:appo:N:company;5;5;5;2.3219280948873626
N:appo:N:compound;1;1;1;0.0
N:appo:N:concept;2;2;2;1.0
N:appo:N:condition;2;2;2;1.0
N:appo:N:confederacy;2;2;2;1.0
N:appo:N:conflict;2;2;2;1.0
N:appo:N:control;4;4;4;2.0
N:appo:N:copper;4;5;5;1.9219280948873623
N:appo:N:count;2;2;2;1.0
N:appo:N:countess;2;2;2;1.0
N:appo:N:court;2;2;2;1.0
N:appo:N:cousin;2;2;2;1.0
N:appo:N:crew;4;4;4;2.0
N:appo:N:cross;2;2;2;1.0
N:appo:N:culture;8;8;8;3.0
N:appo:N:cup;2;2;2;1.0
N:appo:N:custom;2;2;2;1.0
N:appo:N:cut;2;2;2;1.0
N:appo:N:cutting;2;2;2;1.0
N:appo:N:date;2;2;2;1.0
N:appo:N:daughter;6;6;6;2.584962500721156
N:appo:N:deposit;2;2;2;1.0
N:appo:N:derivative;2;2;2;1.0
N:appo:N:descendant;2;2;2;1.0
N:appo:N:destruction;2;2;2;1.0
N:appo:N:development;2;2;2;1.0
N:appo:N:device;3;3;3;1.584962500721156
N:appo:N:diacritic;2;2;2;1.0
N:appo:N:difficulty;2;2;2;1.0
N:appo:N:disease;1;1;1;0.0
N:appo:N:dish;3;3;3;1.584962500721156
N:appo:N:distribution;2;2;2;1.0
N:appo:N:division;2;3;3;0.9182958340544896
N:appo:N:doctor;3;3;3;1.584962500721156
N:appo:N:drink;2;2;2;1.0
N:appo:N:due;14;14;14;3.8073549220576055
N:appo:N:duke;3;3;3;1.584962500721156
N:appo:N:each;2;2;2;1.0
N:appo:N:east;2;2;2;1.0
N:appo:N:editor;3;3;3;1.584962500721156
N:appo:N:effect;4;4;4;2.0
N:appo:N:effects;3;3;3;1.584962500721156
N:appo:N:election;2;2;2;1.0
N:appo:N:element;2;2;2;1.0
N:appo:N:emperor;2;2;2;1.0
N:appo:N:emphasis;3;3;3;1.584962500721156
N:appo:N:error;2;3;3;0.9182958340544896
N:appo:N:ethanol;1;2;2;0.0
N:appo:N:event;4;4;4;2.0
N:appo:N:evidence;2;2;2;1.0
N:appo:N:expulsion;2;2;2;1.0
N:appo:N:f;2;2;2;1.0
N:appo:N:fact;2;2;2;1.0
N:appo:N:faction;2;2;2;1.0
N:appo:N:factor;4;4;4;2.0
N:appo:N:family;7;7;7;2.807354922057604
N:appo:N:farm;2;2;2;1.0
N:appo:N:fate;2;2;2;1.0
N:appo:N:father;4;4;4;2.0
N:appo:N:feat;2;2;2;1.0
N:appo:N:fertilizer;2;2;2;1.0
N:appo:N:fiction;2;2;2;1.0
N:appo:N:field;1;1;1;0.0
N:appo:N:film;2;2;2;1.0
N:appo:N:fine;2;2;2;1.0
N:appo:N:first;12;13;13;3.5465935642949384
N:appo:N:fleet;2;2;2;1.0
N:appo:N:focus;2;2;2;1.0
N:appo:N:food;1;1;1;0.0
N:appo:N:force;7;7;7;2.807354922057604
N:appo:N:form;4;4;4;2.0
N:appo:N:fortress;1;1;1;0.0
N:appo:N:fountain;2;2;2;1.0
N:appo:N:frame;2;2;2;1.0
N:appo:N:fruit;1;1;1;0.0
N:appo:N:ft;2;2;2;1.0
N:appo:N:garrison;2;2;2;1.0
N:appo:N:general;4;4;4;2.0
N:appo:N:goat;2;2;2;1.0
N:appo:N:god;4;4;4;2.0
N:appo:N:goddess;2;2;2;1.0
N:appo:N:gold;2;2;2;1.0
N:appo:N:government;3;3;3;1.584962500721156
N:appo:N:governor;3;3;3;1.584962500721156
N:appo:N:grandfather;2;2;2;1.0
N:appo:N:group;5;5;5;2.3219280948873626
N:appo:N:hall;2;2;2;1.0
N:appo:N:halogen;1;2;2;0.0
N:appo:N:hatred;2;2;2;1.0
N:appo:N:head;2;2;2;1.0
N:appo:N:help;2;2;2;1.0
N:appo:N:highway;2;2;2;1.0
N:appo:N:hill;2;2;2;1.0
N:appo:N:history;4;4;4;2.0
N:appo:N:home;4;4;4;2.0
N:appo:N:hospital;2;2;2;1.0
N:appo:N:host;2;2;2;1.0
N:appo:N:hours;2;2;2;1.0
N:appo:N:house;3;3;3;1.584962500721156
N:appo:N:idea;2;2;2;1.0
N:appo:N:ii;5;6;6;2.2516291673878226
N:appo:N:iii;3;3;3;1.584962500721156
N:appo:N:importance;2;2;2;1.0
N:appo:N:industry;2;2;2;1.0
N:appo:N:infiltration;1;2;2;0.0
N:appo:N:institute;2;2;2;1.0
N:appo:N:instrument;2;2;2;1.0
N:appo:N:intensity;1;1;1;0.0
N:appo:N:job;3;3;3;1.584962500721156
N:appo:N:john;3;3;3;1.584962500721156
N:appo:N:journalist;2;2;2;1.0
N:appo:N:justice;2;2;2;1.0
N:appo:N:khan;4;4;4;2.0
N:appo:N:killing;2;2;2;1.0
N:appo:N:kilometre;2;2;2;1.0
N:appo:N:king;16;18;18;3.905764584655453
N:appo:N:kingdom;2;2;2;1.0
N:appo:N:l;2;2;2;1.0
N:appo:N:language;2;2;2;1.0
N:appo:N:last;2;2;2;1.0
N:appo:N:law;3;3;3;1.584962500721156
N:appo:N:leader;6;6;6;2.584962500721156
N:appo:N:leading;3;3;3;1.584962500721156
N:appo:N:leaving;2;2;2;1.0
N:appo:N:letter;2;2;2;1.0
N:appo:N:libertarianism;2;2;2;1.0
N:appo:N:library;2;2;2;1.0
N:appo:N:lie;3;3;3;1.584962500721156
N:appo:N:life;3;3;3;1.584962500721156
N:appo:N:limit;3;3;3;1.584962500721156
